Iterations	Score	Mean Score	Max Snake Lengths	Nb Turns
228	135	10	4	17
229	-6	10	3	7
230	0	9	3	1
231	0	9	3	1
232	0	9	3	1
233	-1	9	3	2
234	-1	9	3	2
235	-11	9	3	12
236	-10	9	3	11
237	-16	9	3	17
238	0	9	3	1
239	-4	9	3	5
240	-15	9	3	16
241	0	9	3	1
242	-10	9	3	11
243	-13	9	3	14
244	-8	9	3	9
245	-8	8	3	9
246	-2	8	3	3
247	-3	8	3	4
248	-9	8	3	10
249	0	8	3	1
250	-5	8	3	6
251	-11	8	3	12
252	-2	8	3	3
253	-20	8	3	21
254	-13	8	3	14
255	141	8	4	11
256	0	8	3	1
257	-2	8	3	3
258	0	8	3	1
259	-7	8	3	8
260	-8	8	3	9
261	43	8	2	91
262	-9	8	3	10
263	0	8	3	1
264	-5	8	3	6
265	-13	8	3	14
266	-2	8	3	3
267	-7	8	3	8
268	-4	8	3	5
269	-7	8	3	8
270	-14	8	3	15
271	-1	8	3	2
272	-11	8	3	12
273	-10	8	3	11
274	-8	8	3	9
275	-16	7	3	17
276	-4	7	3	5
277	-6	7	3	7
278	0	7	3	1
279	-3	7	3	4
280	286	8	5	17
281	-4	8	3	5
282	142	9	4	10
283	0	9	3	1
284	-4	9	3	5
285	-10	9	3	11
286	0	9	3	1
287	-8	8	3	9
288	-11	8	3	12
289	-8	8	3	9
290	-13	8	3	14
291	137	9	4	15
292	-11	9	3	12
293	0	9	3	1
294	-11	9	3	12
295	-8	8	3	9
296	140	9	4	12
297	-14	9	3	15
298	-10	9	3	11
299	0	9	3	1
300	140	9	4	12
301	-6	9	3	7
302	145	10	4	7
303	0	10	3	1
304	-2	10	3	3
305	0	9	3	1
306	-17	9	3	18
307	-9	9	3	10
308	-20	9	3	21
309	113	10	3	30
310	140	10	4	12
311	-2	10	3	3
312	-10	10	3	11
313	0	10	3	1
314	0	10	3	1
315	132	10	3	11
316	-7	10	3	8
317	-15	10	3	16
318	0	10	3	1
319	0	10	3	1
320	-10	10	3	11
321	-16	10	3	17
322	0	10	3	1
323	-1	10	3	2
324	0	10	3	1
325	296	11	5	7
326	-3	11	3	4
327	-11	11	3	12
328	-3	10	3	4
329	-6	10	3	7
330	-4	10	3	5
331	-3	10	3	4
332	0	10	3	1
333	141	11	4	11
334	0	11	3	1
335	-14	11	3	15
336	-5	11	3	6
337	128	11	4	24
338	-19	11	3	20
339	142	11	4	10
340	-8	11	3	9
341	-2	11	3	3
342	-17	11	3	18
343	-11	11	3	12
344	-14	11	3	15
345	140	11	4	12
346	-8	11	3	9
347	0	11	3	1
348	0	11	3	1
349	140	11	4	12
350	-41	11	2	33
351	125	12	4	27
352	-5	12	3	6
353	-4	12	3	5
354	429	13	5	16
355	-6	13	3	7
356	0	13	3	1
357	-7	13	3	8
358	-3	13	3	4
359	-1	13	3	2
360	-17	12	3	18
361	135	13	4	17
362	-10	13	3	11
363	0	13	3	1
364	-16	13	3	17
365	-47	12	3	48
366	-78	12	3	79
367	-30	12	3	31
368	-22	12	3	23
369	-13	12	3	14
370	-61	12	3	62
371	-15	12	3	16
372	-7	12	3	8
373	-11	12	3	12
374	113	12	4	39
375	0	12	3	1
376	-2	12	3	3
377	-5	12	3	6
378	-5	12	3	6
379	0	12	3	1
380	-4	12	3	5
381	-77	11	3	78
382	-16	11	3	17
383	-27	11	3	28
384	0	11	3	1
385	-24	11	3	25
386	-30	11	3	31
387	-113	11	3	114
388	-45	10	3	46
389	-5	10	3	6
390	-12	10	3	13
391	-3	10	3	4
392	-30	10	3	31
393	-135	10	3	136
394	141	10	4	11
395	-4	10	3	5
396	0	10	3	1
397	-1	10	3	2
398	-148	10	3	149
399	102	10	4	50
400	-5	10	3	6
401	137	10	4	15
402	118	10	3	25
403	-18	10	3	19
404	-9	10	3	10
405	-16	10	3	17
406	-24	10	3	25
407	-26	10	3	27
408	116	10	4	36
409	0	10	3	1
410	130	11	4	22
411	-16	11	3	17
412	-34	10	3	35
413	-18	10	3	19
414	-1	10	3	2
415	109	11	4	43
416	281	11	4	13
417	0	11	3	1
418	-70	11	2	62
419	-8	11	3	9
420	223	11	5	80
421	-151	11	3	152
422	129	11	4	23
423	106	12	4	46
424	-1	12	3	2
425	-16	11	3	17
426	132	12	4	20
427	-40	12	3	41
428	266	12	5	37
429	-21	12	3	22
430	292	13	5	11
431	0	13	3	1
432	-40	13	3	41
433	-13	13	3	14
434	-55	12	3	56
435	-42	12	3	43
436	0	12	3	1
437	0	12	3	1
438	135	13	4	17
439	-25	12	3	26
440	-68	12	3	69
441	-10	12	3	11
442	137	12	4	15
443	-24	12	3	25
444	-20	12	3	21
445	-30	12	3	31
446	137	12	4	15
447	-21	12	2	13
448	0	12	3	1
449	-9	12	3	10
450	-79	12	3	80
451	-100	12	3	101
452	-11	12	3	12
453	139	12	4	13
454	-11	12	3	12
455	57	12	4	95
456	0	12	3	1
457	-37	12	3	38
458	71	12	4	81
459	241	13	5	62
460	-28	13	3	29
461	-25	12	3	26
462	113	13	4	39
463	-8	13	3	9
464	-134	12	1	117
465	-105	12	3	106
466	-157	12	3	158
467	291	12	5	12
468	-75	12	3	76
469	-10	12	3	11
470	145	12	4	7
471	-12	12	3	13
472	-70	12	3	71
473	-3	12	3	4
474	-19	12	3	20
475	-91	12	3	92
476	-102	12	3	103
477	-25	11	3	26
478	112	12	4	40
479	-25	12	3	26
480	-5	12	3	6
481	-98	11	2	90
482	-73	11	3	74
483	-56	11	3	57
484	-23	11	2	15
485	-6	11	3	7
486	-41	11	3	42
487	-96	11	3	97
488	-49	10	3	50
489	-1	10	3	2
490	148	11	4	4
491	-9	11	3	10
492	138	11	4	14
493	-7	11	3	8
494	-26	11	3	27
495	100	11	4	52
496	-14	11	3	15
497	-78	11	3	79
498	-3	11	4	155
499	110	11	4	42
